Id,Price,Year,Mileage,City,State,Vin,Make,Model
308,17990,2015,6848,Houston, TX,KL4CJASB5FB248329,Buick,EncoreFWD
309,19250,2015,8103,Junction City, KS,KL4CJCSB1FB178677,Buick,EncoreLeather
310,15800,2014,27707,Jackson, MI,KL4CJASB7EB780194,Buick,EncoreFWD
311,4500,2003,175813,Casselberry, FL,3G5DA03E63S579313,Buick,RendezvousCX
312,15491,2015,36951,Union City, GA,KL4CJASB2FB223064,Buick,EncoreFWD
313,16987,2015,22114,Dry Ridge, KY,KL4CJESB0FB164264,Buick,EncoreAWD
314,14618,2014,28071,Labelle, FL,KL4CJASB2EB739097,Buick,EncoreFWD
315,17995,2015,14819,Egg Harbor, NJ,KL4CJASB5FB205027,Buick,EncoreFWD
316,13674,2014,53537,Martin, TN,KL4CJASBXEB604496,Buick,EncoreFWD
317,16750,2015,15346,Louisville, KY,KL4CJASB7FB271935,Buick,EncoreFWD
318,19220,2016,4110,Edinburg, TX,KL4CJASB2GB724831,Buick,EncoreFWD
319,14725,2014,31231,Hyattsville, MD,KL4CJASB8EB543620,Buick,EncoreFWD
320,16495,2014,28457,San Antonio, TX,KL4CJBSB0EB678998,Buick,EncoreConvenience
321,16000,2015,42603,Chantilly, VA,KL4CJCSB7FB033840,Buick,EncoreLeather
322,14999,2014,27971,Schaumburg, IL,KL4CJBSB0EB647881,Buick,EncoreConvenience
323,14988,2014,37595,Morton, IL,KL4CJASB0EB591256,Buick,EncoreFWD
324,15730,2015,27787,Buford, GA,KL4CJASB6FB262899,Buick,EncoreFWD
325,15900,2014,26112,Ravenna, OH,KL4CJBSB7EB658540,Buick,EncoreConvenience
326,15991,2014,22312,West Palm Beach, FL,KL4CJBSB9EB599118,Buick,EncoreConvenience
327,,2006,,Logan, OH,5GADX33L26D145127,Buick,Terraza4dr
328,16739,2014,22760,Lebanon, NH,KL4CJESB7EB612109,Buick,EncoreAWD
329,17091,2015,21325,Purcell, OK,KL4CJBSB4FB209396,Buick,EncoreConvenience
330,18980,2015,17340,Fort Collins, CO,KL4CJESB4FB266067,Buick,EncoreAWD
331,17500,2015,16540,Bridgeton, NJ,KL4CJASB8FB184044,Buick,EncoreFWD
332,16855,2016,34926,Tallahassee, FL,KL4CJASB6GB693745,Buick,EncoreFWD
333,14500,2014,44237,Nicholasville, KY,KL4CJESB8EB527246,Buick,EncoreAWD
334,16541,2015,30564,Antioch, IL,KL4CJFSB1FB218841,Buick,EncoreConvenience
335,16698,2014,21249,Gaithersburg, MD,KL4CJBSB9EB594369,Buick,EncoreConvenience
336,16994,2016,21665,San Antonio, TX,KL4CJASB9GB564480,Buick,EncoreFWD
337,17697,2016,13211,Tallahassee, FL,KL4CJASB2GB537587,Buick,EncoreFWD
338,15950,2015,37483,Clanton, AL,KL4CJBSB0FB187025,Buick,EncoreConvenience
339,18274,2016,18290,Memphis, TN,KL4CJASB0GB711642,Buick,EncoreFWD
340,17488,2015,16998,Zelienople, PA,KL4CJESB7FB132797,Buick,EncoreAWD
341,18395,2015,6090,BLUFFTON, SC,KL4CJBSB1FB151604,Buick,EncoreConvenience
342,17777,2015,17637,Richmond, VA,KL4CJBSB0FB139704,Buick,EncoreConvenience
343,15997,2014,22902,Adrian, MI,KL4CJASBXEB778620,Buick,EncoreFWD
344,17000,2015,13096,Louisville, KY,KL4CJASB2FB188610,Buick,EncoreFWD
345,16400,2014,21546,Rhinelander, WI,KL4CJESB0EB605910,Buick,EncoreAWD
346,16996,2016,21747,West Seneca, NY,KL4CJASB8GB578967,Buick,EncoreFWD
347,15940,2015,25871,Newnan, GA,KL4CJBSB3FB190890,Buick,EncoreConvenience
348,10900,2014,78000,Austin, TX,KL4CJASB2EB555245,Buick,EncoreFWD
349,12888,2014,83550,Clarksville, TN,KL4CJBSB0EB647539,Buick,EncoreConvenience
350,15713,2014,31267,Henderson, NV,KL4CJBSB4EB684321,Buick,EncoreConvenience
351,16440,2015,44219,Mequon, WI,KL4CJBSB0FB117606,Buick,EncoreConvenience
352,18498,2016,19302,Dallas, GA,KL4CJBSBXGB557365,Buick,EncoreConvenience
353,17820,2016,11991,Moreno Valley, CA,KL4CJASB9GB669813,Buick,EncoreFWD
354,16897,2015,14536,Chattanooga, TN,KL4CJASB6FB206798,Buick,EncoreFWD
355,18990,2016,17864,Jacksonville, FL,KL4CJ1SM1GB612877,Buick,EncoreSport
356,18598,2016,14362,Tallahassee, FL,KL4CJASB9GB660920,Buick,EncoreFWD
357,17888,2015,27578,Fairfax, VA,KL4CJESB0FB216654,Buick,EncoreAWD
358,14900,2014,26112,Chicago, IL,KL4CJBSB5EB722011,Buick,EncoreConvenience
359,17497,2015,7440,Allentown, PA,KL4CJASB4FB227925,Buick,EncoreFWD
360,5993,2005,115374,Easton, PA,5GADV23L15D242706,Buick,Terraza4dr
361,17999,2016,19951,Hendersonville, NC,KL4CJASBXGB692985,Buick,EncoreFWD
362,17793,2015,19987,Whitesboro, TX,KL4CJCSB6FB211849,Buick,EncoreLeather
363,16897,2015,14865,Tulsa, OK,KL4CJASB9FB227290,Buick,EncoreFWD
364,15230,2015,31101,Philadelphia, PA,KL4CJBSB5FB178191,Buick,EncoreConvenience
365,13950,2014,41887,Ephrata, PA,KL4CJASB0EB784197,Buick,EncoreFWD
366,17880,2015,12999,Brooksville, FL,KL4CJASB4FB032181,Buick,EncoreFWD
367,16798,2015,22012,Avondale, AZ,KL4CJASB7FB268937,Buick,EncoreFWD
368,18000,2016,10389,Louisville, KY,KL4CJASB4GB576133,Buick,EncoreFWD
369,17197,2015,11528,Tampa, FL,KL4CJASB3FB216530,Buick,EncoreFWD
370,14770,2014,48390,Jacksonville, Fl,KL4CJASB5EB612313,Buick,EncoreFWD
371,19852,2017,8021,Henderson, NV,KL4CJASB6HB047008,Buick,EncoreFWD
372,14000,2014,41505,Seattle, WA,KL4CJASB1EB741746,Buick,EncoreFWD
373,15690,2015,40813,Belleville, IL,KL4CJASB6FB207207,Buick,EncoreFWD
374,16977,2015,19537,Dunn, NC,KL4CJASB2FB271213,Buick,EncoreFWD
375,18973,2016,7840,Mechanicsburg, PA,KL4CJASB2GB672486,Buick,EncoreFWD
376,17197,2015,11736,Miami, FL,KL4CJASB4FB251173,Buick,EncoreFWD
377,14997,2014,35983,Adrian, MI,KL4CJASB7EB766439,Buick,EncoreFWD
378,18900,2016,9669,Batesburg-Leesville, SC,KL4CJASB7GB550173,Buick,EncoreFWD
379,16497,2015,20196,Savannah, GA,KL4CJASB7FB188411,Buick,EncoreFWD
380,17999,2015,10588,Conyers, GA,KL4CJASB4FB267471,Buick,EncoreFWD
381,16700,2015,28577,Fairborn, OH,KL4CJBSB9FB046776,Buick,EncoreConvenience
382,17900,2016,10889,New Orleans, LA,KL4CJASB4GB530186,Buick,EncoreFWD
383,13800,2014,67496,Jacksonville, NC,KL4CJASB7EB649928,Buick,EncoreFWD
384,16698,2014,19064,Elmhurst, IL,KL4CJASB2EB762525,Buick,EncoreFWD
385,16500,2015,20239,Louisville, KY,KL4CJASB0FB265717,Buick,EncoreFWD
386,16801,2016,35063,State College, PA,KL4CJESB7GB582726,Buick,EncoreAWD
387,16500,2015,20279,Louisville, KY,KL4CJASB5FB266295,Buick,EncoreFWD
388,18780,2016,16479,Mcgregor, TX,KL4CJASB1GB545003,Buick,EncoreFWD
389,17984,2016,23537,Syracuse, NY,KL4CJESB6GB539236,Buick,EncoreAWD
390,16992,2015,15108,West Bend, WI,KL4CJASB2FB128276,Buick,EncoreFWD
391,18991,2016,13412,St. Louis, MO,KL4CJASB7GB610579,Buick,EncoreFWD
392,14874,2014,31861,Fort Worth, TX,KL4CJBSBXEB629288,Buick,EncoreConvenience
393,14990,2014,,Catonsville, MD,KL4CJFSB4EB663685,Buick,EncoreConvenience
394,14998,2014,29896,Oakfield, NY,KL4CJCSB4EB622326,Buick,EncoreLeather
395,17986,2015,20881,Clearwater, FL,KL4CJCSB9FB141585,Buick,EncoreLeather
396,17940,2016,16368,Homosassa, FL,KL4CJASB7GB616463,Buick,EncoreFWD
397,17000,2014,15447,Indianapolis, IN,KL4CJASB1EB690829,Buick,EncoreFWD
398,16820,2015,26418,Elmhurst, IL,KL4CJASB9FB044858,Buick,EncoreFWD
399,17277,2014,19555,Decatur, TX,KL4CJASB4EB782193,Buick,EncoreFWD
400,14995,2015,45350,Collinsville, IL,KL4CJBSB0FB173982,Buick,EncoreConvenience
401,16495,2015,20591,Bountiful, UT,KL4CJASB8FB062994,Buick,EncoreFWD
402,18214,,15389,Houston, TX,KL4CJASB8GB568116,Buick,EncoreFWD
403,12987,2014,65083,Franklin, TN,KL4CJASBXEB783834,Buick,EncoreFWD
404,17250,2016,20199,Grand Rapids, MI,KL4CJASB0GB560673,Buick,EncoreFWD
405,17897,2015,3854,Greensboro, NC,KL4CJASB3FB150061,Buick,EncoreFWD
406,20996,2016,4603,San Antonio, TX,KL4CJ1SMXGB600548,Buick,EncoreSport
407,18000,2015,14952,Birmingham, AL,KL4CJASB1FB208071,Buick,EncoreFWD
408,10555,2013,81208,Sunnyvale, CA,KL4CJASB7DB155129,Buick,EncoreEncore
409,18000,2016,11314,Louisville, KY,KL4CJASB0GB578011,Buick,EncoreFWD
410,15422,2015,41729,Spring, TX,KL4CJASB1FB153881,Buick,EncoreFWD
411,18495,2015,11861,Abilene, KS,KL4CJESB2FB260994,Buick,EncoreAWD
412,17995,2015,12631,Las Cruces, NM,KL4CJASB5FB185054,Buick,EncoreFWD
413,15995,2015,26906,Mchenry, IL,KL4CJASB8FB192953,Buick,EncoreFWD
414,16798,2014,18596,Morristown, TN,KL4CJASB1EB586843,Buick,EncoreFWD
415,12500,2015,69145,Van Nuys, CA,KL4CJASB8FB240788,Buick,EncoreFWD
416,16797,2015,17426,Fresno, CA,KL4CJASB3FB245140,Buick,EncoreFWD
417,17715,2015,22543,Warminster, PA,KL4CJASB5FB242336,Buick,EncoreFWD
418,16960,2015,23714,Rosenberg, TX,KL4CJASB3FB264738,Buick,EncoreFWD
419,15994,2015,27145,Seffner, FL,KL4CJCSB2FB244380,Buick,EncoreLeather
420,15299,2014,30598,Fishers, IN,KL4CJASB7EB784908,Buick,EncoreFWD
421,16995,2015,32362,Peoria, AZ,KL4CJBSB9FB242216,Buick,EncoreConvenience
422,16250,2015,24202,Louisville, KY,KL4CJASB9FB236460,Buick,EncoreFWD
423,18974,2016,8263,Lima, OH,KL4CJESB0GB715469,Buick,EncoreAWD
424,17297,2015,11625,Montgomery, AL,KL4CJASB1FB237067,Buick,EncoreFWD
425,17995,2015,13961,Chelsea, MI,KL4CJFSB0FB237266,Buick,EncoreConvenience
426,17999,2015,8492,Royal Oak, MI,KL4CJBSB2FB200986,Buick,EncoreConvenience
427,16299,2014,26647,Houston, TX,KL4CJBSB0EB735880,Buick,EncoreConvenience
428,13545,2014,63254,Englewood, CO,KL4CJBSB8EB533692,Buick,EncoreConvenience
429,17857,2016,21838,Buckeye, AZ,KL4CJASB5GB527457,Buick,EncoreFWD
430,15897,2013,24737,Marlton, NJ,KL4CJASB5DB181440,Buick,EncoreEncore
431,17034,2015,24741,Fort Smith, AR,KL4CJASB4FB235958,Buick,EncoreFWD
432,17488,2015,19274,Houston, TX,KL4CJBSB9FB240515,Buick,EncoreConvenience
433,16291,2015,29528,GILBERT, AZ,KL4CJASB5FB107356,Buick,EncoreFWD
434,16999,2015,15390,Dallas, TX,KL4CJBSB5FB260874,Buick,EncoreConvenience
435,16291,2015,29572,GILBERT, AZ,KL4CJASB7FB076725,Buick,EncoreFWD
436,17900,2015,19282,Omaha, NE,KL4CJBSB6FB182881,Buick,EncoreConvenience
437,17038,2015,29478,Shrewsbury, NJ,KL4CJFSB5FB174035,Buick,EncoreConvenience
438,17544,2015,18691,Zanesville, OH,KL4CJASB8FB252312,Buick,EncoreFWD
439,20499,2017,4120,Jacksonville, NC,KL4CJASB3HB030361,Buick,EncoreFWD
440,15995,2012,75686,Union City, GA,1G4PS5SKXC4125777,Buick,Verano4dr
441,3995,2006,48450,Calais, ME,3G5DB03L56S561465,Buick,Rendezvous4dr
442,15000,2014,43341,Birmingham, AL,KL4CJBSB1EB569899,Buick,EncoreConvenience
443,16520,2014,19557,Houston, TX,KL4CJASB6EB781367,Buick,EncoreFWD
444,17998,2015,19883,Littleton, CO,KL4CJESB6FB234320,Buick,EncoreAWD
445,11907,2013,69760,Warner Robins, GA,KL4CJASB7DB116931,Buick,EncoreEncore
446,17500,2015,19474,Stockton, CA,KL4CJASB8FB243755,Buick,EncoreFWD
447,16500,2015,,Louisville, KY,KL4CJASBXFB237732,Buick,EncoreFWD
448,14969,2014,35918,Palestine, TX,KL4CJBSBXEB683125,Buick,EncoreConvenience
449,18000,2015,21630,Harrisonville, MO,KL4CJCSBXFB218691,Buick,EncoreLeather
450,16935,2014,27293,Sea Girt, NJ,KL4CJASBXEB783977,Buick,EncoreFWD
451,18885,2015,4119,Sarasota, FL,KL4CJFSB1FB267344,Buick,EncoreConvenience
452,16500,2015,21898,Louisville, KY,KL4CJASB4FB265252,Buick,EncoreFWD
453,17569,2016,21336,Fishers, IN,KL4CJASB3GB545276,Buick,EncoreFWD
454,16987,2015,25936,Columbus, OH,KL4CJBSB1FB162571,Buick,EncoreConvenience
455,16946,2014,37494,Sullivan, IN,KL4CJBSB7EB532968,Buick,EncoreConvenience
456,18941,2016,13480,Salisbury, MD,KL4CJASB2GB531806,Buick,EncoreFWD
457,18995,2016,10469,Oakdale, CA,KL4CJASB8GB662982,Buick,EncoreFWD
458,18499,2016,16491,FLAGSTAFF, AZ,KL4CJASB0GB667853,Buick,EncoreFWD
459,,2016,12711,Louisville, KY,KL4CJASB0GB569387,Buick,EncoreFWD
460,14990,2012,98297,Columbus, MS,1G4PP5SKXC4187620,Buick,Verano4dr
461,15000,2014,31663,Louisville, KY,KL4CJASB5EB782431,Buick,EncoreFWD
462,20580,2017,14928,Killeen, TX,KL4CJCSB7HB007385,Buick,EncoreFWD
463,16750,2015,19260,Louisville, KY,KL4CJASB2FB238051,Buick,EncoreFWD
464,15599,2014,34762,Elgin, IL,KL4CJBSB6EB575178,Buick,EncoreConvenience
465,17795,2016,25578,Broken Arrow, OK,KL4CJ1SM0GB745632,Buick,EncoreSport
466,16197,2015,25995,Columbus, GA,KL4CJASB7FB238448,Buick,EncoreFWD
467,16900,2015,20066,New Hudson, MI,KL4CJESB6FB239663,Buick,EncoreAWD
468,14312,2014,57908,Conway, AR,KL4CJASB1EB575132,Buick,EncoreFWD
469,18250,2016,9955,Louisville, KY,KL4CJASB1GB526242,Buick,EncoreFWD
470,16597,2015,21264,Fresno, CA,KL4CJASB4FB267616,Buick,EncoreFWD
471,14734,2014,48621,Edmond, OK,KL4CJCSB9EB713947,Buick,EncoreLeather
472,18498,2015,11389,St. Petersburg, FL,KL4CJCSB9FB196621,Buick,EncoreLeather
473,14000,2014,52089,Bedford, OH,KL4CJCSB9EB633791,Buick,EncoreLeather
474,18990,2016,17915,Green Bay, WI,KL4CJESB0GB643303,Buick,EncoreAWD
475,18479,2015,14769,Merriam, KS,KL4CJDSB2FB185966,Buick,EncorePremium
476,15995,2014,20088,Jourdanton, TX,KL4CJASB8EB602763,Buick,EncoreFWD
477,16397,2015,23872,Charleston, SC,KL4CJASB1FB171099,Buick,EncoreFWD
478,18995,2015,2415,Merrillville, IN,KL4CJBSBXFB178784,Buick,EncoreConvenience
479,14995,2014,34003,Cincinnati, OH,KL4CJBSB9EB742634,Buick,EncoreConvenience
480,15250,2015,37702,Louisville, KY,KL4CJASB9FB229914,Buick,EncoreFWD
481,18962,2016,22383,Pontiac, IL,KL4CJBSB6GB516439,Buick,EncoreConvenience
482,17749,2015,11069,Burlington, NJ,KL4CJESB2FB180921,Buick,EncoreAWD
483,15500,2014,26108,Louisville, KY,KL4CJASB0EB717857,Buick,EncoreFWD
484,16894,2015,30582,Tempe, AZ,KL4CJASB1FB112943,Buick,EncoreFWD
485,17988,2015,15535,Laguna Niguel, CA,KL4CJBSB5FB231519,Buick,EncoreConvenience
486,17197,2015,14353,Mesa, AZ,KL4CJASB6FB242507,Buick,EncoreFWD
487,16432,2014,24880,Elmhurst, IL,KL4CJASB4EB616207,Buick,EncoreFWD
488,17588,2015,24291,Strongsville, OH,KL4CJCSB6FB055909,Buick,EncoreLeather
489,16000,2014,20277,Louisville, KY,KL4CJASB7EB595529,Buick,EncoreFWD
490,14677,2013,38607,Sarasota, FL,KL4CJBSB4DB062526,Buick,EncoreConvenience
491,13990,2013,35930,Twinsburg, OH,KL4CJFSB1DB104870,Buick,EncoreConvenience
492,15300,2014,38587,Brownsville, TX,KL4CJASB2EB621776,Buick,EncoreFWD
493,17997,2015,24393,New Smyrna Beach, FL,KL4CJASB6FB230129,Buick,EncoreFWD
494,15477,2014,41310,Garner, NC,KL4CJCSB2EB699373,Buick,EncoreLeather
495,16250,2015,26057,Louisville, KY,KL4CJASB0FB175452,Buick,EncoreFWD
496,16495,2015,30356,Vacaville, CA,KL4CJASB5FB053332,Buick,EncoreFWD
497,18999,2016,10060,Conyers, GA,KL4CJBSB7GB595250,Buick,EncoreConvenience
498,16995,2015,27802,Chelsea, MI,KL4CJESB6FB239761,Buick,EncoreAWD
499,14895,2015,46243,Wappingers Falls, NY,19VDE1F35FE006900,Acura,ILX5-Speed
500,18832,2015,9132,Brooklyn, NY,19VDE1F35FE010834,Acura,ILX5-Speed
501,22000,2017,10,Chicago, IL,19UDE2F35HA011597,Acura,ILXAutomatic
502,18990,2012,23099,Portland, OR,JH4CU2F66CC031084,Acura,TSXAutomatic
503,17890,2015,24007,Temple Hills, MD,19VDE1F39FE007287,Acura,ILX5-Speed
504,14995,2013,45907,Manassas, VA,19VDE1F3XDE016299,Acura,ILX5-Speed
505,18490,2014,54500,Virginia Beach, VA,JH4CU2F41EC004070,Acura,TSX5-Speed
506,16900,2012,58915,Albuquerque, NM,JH4CU2F49CC003374,Acura,TSXAutomatic
507,14690,2011,73227,Costa Mesa, CA,JH4CU2F62BC018637,Acura,TSX4dr
508,12983,2013,98298,Madison, WI,19VDE1F7XDE001580,Acura,ILX5-Speed
509,17599,2013,23713,Westport, CT,19UUA8F2XDA015967,Acura,TLBase
510,19440,2016,51814,Newnan, GA,19UDE2F70GA011055,Acura,ILXAutomatic
511,4995,2004,149872,Philadelphia, PA,JH4CL96854C018499,Acura,TSXAutomatic
512,12970,2009,69334,Jefferson City, MO,19UUA86599A016805,Acura,TL4dr
513,8995,2008,98706,Norfolk, VA,19UUA662X8A050129,Acura,TL4dr
514,15772,2012,76678,Monroeville, PA,19UUA9F57CA004648,Acura,TLSH-AWD
515,9990,2006,90026,Arlington, TX,19UUA66226A061848,Acura,TLAutomatic
516,10299,2008,102476,Raleigh, NC,19UUA66228A023636,Acura,TL4dr
517,3997,2001,124846,Stafford, VA,19UUA56771A019755,Acura,TLAutomatic
518,9999,2008,118535,Englewood, CO,19UUA66208A005667,Acura,TL4dr
519,9495,2008,131639,Fayetteville, NC,19UUA66298A050431,Acura,TL4dr
520,8988,2006,131760,Houston, TX,19UUA66276A016467,Acura,TLAutomatic
521,15896,2011,71356,Winston Salem, NC,5J8TB2H57BA006041,Acura,RDXFWD
522,14350,2010,78697,Paramus, NJ,5J8TB1H56AA005231,Acura,RDXAWD
523,20890,2014,31967,Rockville, MD,JH4CU2E81EC000590,Acura,TSXSpecial
524,15980,2012,81719,Pacoima, CA,5J8TB2H53CA001713,Acura,RDXFWD
525,13800,2010,78631,Chapel Hill, NC,JH4CU2F60AC006811,Acura,TSX4dr
526,25000,2016,13971,McKinney, TX,19UUB1F36GA002098,Acura,TLXFWD
527,25199,2016,3206,Verona, NJ,19UUB1F37GA003311,Acura,TLXFWD
528,21899,2014,52675,Dallas, TX,5J8TB3H50EL013315,Acura,RDXFWD
529,22675,2015,27047,Larchmont, NY,19UUB1F33FA001005,Acura,TLXFWD
530,22788,2013,40617,Valencia, CA,5J8TB3H5XDL017287,Acura,RDXwith
531,17777,2015,90970,Chantilly, VA,19UUB1F55FA002920,Acura,TLXFWD
532,23899,2015,18911,Windsor, CO,19UUB2F53FA024419,Acura,TLXFWD
533,17977,2015,26456,Akron, OH,19VDE1F30FE006593,Acura,ILX5-Speed
534,15695,2009,99376,Houston, TX,5J8TB18529A001804,Acura,RDXAWD
535,23926,2015,37578,Chicago, IL,19UUB2F53FA006468,Acura,TLXFWD
536,27990,2017,10427,Charlotte, NC,19UUB1F31HA001376,Acura,TLXFWD
537,26794,2016,21978,Tempe, AZ,19UUB2F32GA001875,Acura,TLXFWD
538,12977,2013,103535,Akron, OH,JH4CU2F41DC004584,Acura,TSX5-Speed
539,29815,2017,4508,Bethesda, MD,19UUB1F58HA005149,Acura,TLXFWD
540,26883,2015,18811,Middle Island, NY,19UUB3F56FA003781,Acura,TLXSH-AWD
541,27480,2015,27488,Philadelphia, PA,5J8TB3H32FL012134,Acura,RDXFWD
542,12990,2012,,Sacramento, CA,19UUA8F58CA005592,Acura,TL2WD
543,25988,2015,29069,Littleton, NH,19UUB2F59FA001243,Acura,TLXFWD
544,6995,2004,132345,Conroe, TX,2HNYD18884H522183,Acura,MDX4WD
545,31290,2015,13998,Englewood, CO,5J8TB4H55FL008067,Acura,RDXAWD
546,14500,2011,109797,Wolcott, NY,2HNYD2H67BH530471,Acura,MDXAWD
547,33495,2017,5186,Langhorne, PA,5J8TB4H37HL028810,Acura,RDXAWD
548,30995,2017,4339,West Nyack, NY,19UUB2F53HA000480,Acura,TLXFWD
549,9988,2006,132182,Englewood, CO,2HNYD18266H537859,Acura,MDX4WD
550,34800,2017,9516,Peoria, AZ,5J8TB4H57HL013810,Acura,RDXAWD
551,22426,2013,59129,Chicago, IL,2HNYD2H23DH524232,Acura,MDXBase
552,17490,2010,117079,Roanke, VA,2HNYD2H57AH520514,Acura,MDXAWD
553,29688,2015,22189,Tukwila, WA,19UUB2F52FA023651,Acura,TLXFWD
554,16995,2007,74357,Kihel, HI,2HNYD28207H535497,Acura,MDX4WD
555,4000,2004,209762,Tigard, OR,2HNYD18704H505577,Acura,MDX4WD
556,7995,2005,103469,Reading, PA,19UUA66265A015969,Acura,TLAutomatic
557,34702,2016,23380,Morton Grove, IL,5J8TB4H59GL006582,Acura,RDXAWD
558,24777,2013,62552,Phoenix, AZ,2HNYD2H33DH523669,Acura,MDXwith
559,29495,2014,34897,Brooklyn Center, MN,5FRYD4H23EB047891,Acura,MDXAWD
560,36771,2017,8324,Naperville, IL,19UUB3F56HA002746,Acura,TLXSH-AWD
561,29991,2015,41477,Riverside, CA,5FRYD3H4XFB001729,Acura,MDXFWD
562,29987,2014,35848,Springfield, NJ,5FRYD4H24EB038844,Acura,MDXAWD
563,30686,2015,38720,Tracy, CA,5FRYD3H41FB008911,Acura,MDXFWD
564,30950,2014,30586,Randallstown, MD,5FRYD4H41EB033067,Acura,MDXAWD
565,32735,2016,40313,Woodside, NY,5FRYD4H49GB009523,Acura,MDXSH-AWD
566,32500,2015,44610,Indiana, PA,5FRYD4H41FB016304,Acura,MDXAWD
567,34390,2015,41065,Chamblee, GA,5FRYD3H4XFB005926,Acura,MDXFWD
568,38000,2016,14227,Littleton, CO,5FRYD4H28GB047355,Acura,MDXSH-AWD
569,34341,2015,49520,Colorado Springs, CO,5FRYD4H43FB016658,Acura,MDXAWD
570,35000,2015,29253,Larchmont, NY,5FRYD4H45FB018864,Acura,MDXAWD
571,37843,2016,26030,Chantilly, VA,5FRYD4H4XGB027349,Acura,MDXSH-AWD
572,37500,2016,34895,Lynnwood, WA,5FRYD4H2XGB032548,Acura,MDXSH-AWD
573,40900,2017,7039,Houston, TX,5FRYD3H35HB011448,Acura,MDXFWD
574,39488,2016,23977,Gaithersburg, MD,5FRYD4H40GB037906,Acura,MDXSH-AWD
575,38587,2015,23637,Springfield, NJ,5FRYD4H89FB015940,Acura,MDXAWD
576,38420,2015,31287,Larchmont, NY,5FRYD4H85FB011240,Acura,MDXAWD
577,43900,2017,7071,Houston, TX,5FRYD3H53HB011210,Acura,MDXFWD
578,42988,2016,18436,Aurora, CO,5FRYD4H64GB045850,Acura,MDXSH-AWD
579,42485,2016,32506,Plano, TX,5FRYD4H99GB009839,Acura,MDXSH-AWD
580,37900,2016,32990,Colorado Springs, CO,5FRYD4H24GB019651,Acura,MDXSH-AWD
581,26991,2014,54914,Sarasota, FL,JH4KC1F51EC005060,Acura,RLXwith
582,36988,2015,35149,Fremont, CA,5FRYD4H41FB018053,Acura,MDXAWD
583,47835,2018,19,Seattle, WA,ZASFAKPN0J7B63378,Alfa,Romeo
584,111500,2014,15335,Lawrenceville, NJ,SCFFDABM3EGB15442,Aston,Martin
585,7450,2007,81506,Columbus, OH,WAUAF78E07A237228,Audi,A42007
586,12950,2010,52817,Daytona, FL,WAUAFAFL5AN039680,Audi,A44dr
587,16945,2013,46778,Lake Park, FL,WAUEFAFL8DN046581,Audi,A42.0T
588,7995,2006,91668,Indianapolis, IN,WAUDF78E06A231733,Audi,A44dr
589,17268,2013,59100,Las Vegas, NV,WAUEFAFL6DN035062,Audi,A42.0T
590,14999,2013,80988,Raleigh, NC,WAUBFAFL5DN038943,Audi,A42.0T
591,18988,2014,47110,Madison, TN,WAUBFAFLXEA068982,Audi,A42.0T
592,22378,2014,24596,Devon, PA,WAUBFAFL9EN040003,Audi,A42.0T
593,21975,2014,30997,Scottsdale, AZ,WAUAFAFL1EN037074,Audi,A42.0T
594,23799,2015,22467,N. Miami Beach, FL,WAUAFAFL1FN001533,Audi,A42.0T
595,21500,2015,51855,Louisville, KY,WAUBFAFLXFN035989,Audi,A42.0T
596,25991,2015,13182,Jacksonville, FL,WAUAFAFL0FN013995,Audi,A42.0T
597,19999,2015,16549,Montebello, CA,WAUBFGFF2F1002876,Audi,A3Sedan
598,25499,2015,28728,Middletown, RI,WAUDFAFL3FN005113,Audi,A42.0T
599,21890,2015,19639,Lafayette, IN,WAUCCGFF8F1018061,Audi,A3Sedan
600,19450,2015,38710,Fredericksburg, VA,WAUACGFF5F1018591,Audi,A3Sedan
601,24995,2015,41439,Long Island City, NY,WAUBFAFL3FN027488,Audi,A42.0T
602,29900,2017,5278,Portland, OR,WAUGNAF48HN036868,Audi,A4Premium
603,9495,2007,115824,Columbus, OH,WAUEV74F57N160688,Audi,A64dr
604,29759,2015,24417,Morton Grove, IL,WAUFFAFL9FN006887,Audi,A42.0T
605,23888,2015,13277,Bellevue, WA,WAUBFGFF4F1002894,Audi,A3Sedan
606,14995,2011,100355,Sacramento, CA,WAUKGAFB2BN033359,Audi,A64dr
607,24995,2015,22315,Greenville, NC,WAUBFGFF5F1082352,Audi,A3Sedan
608,26555,2016,15213,Saint Cloud, MN,WAUB8GFF0G1011491,Audi,A3Sedan
609,21788,2014,57415,Cerritos, CA,WAURFAFR3EA001501,Audi,A52.0T
610,24125,2014,43725,Virginia Beach, VA,WAULFAFR0EA008167,Audi,A52.0T
611,35000,2017,5598,Burlingame, CA,WAUDNAF47HN040879,Audi,A4Season
612,8490,2005,91500,Fredericksburg, VA,WUARL48H65K900416,Audi,S42dr
613,22999,2013,39675,West Palm Beach, FL,WAUAFAFH9DN002065,Audi,A52.0T
614,23500,2013,39003,Merriam, KS,WAUAFAFH6DN000208,Audi,A52.0T
615,23750,2012,62668,Grapevine, TX,WAUHGAFC5CN066683,Audi,A64dr
616,29995,2015,6848,Raleigh, NC,WAU5CLFF4F1122662,Audi,A3Cabriolet
617,25900,2014,33413,Plano, TX,WAULFAFH3EN011841,Audi,A52.0T
618,27920,2014,43149,Chicago, IL,WAUGFAFC8EN009959,Audi,A62.0T
619,37771,2017,9448,Chicago, IL,WAUDNAF41HN057984,Audi,A4Season
